work_id,instrument_id,has_instrumentation,divisions,time_signature_numerator,time_signature_denominator,current_measure,midi_number,note_name,note_name_without_octave,note_name_just_sharps,note_name_just_flats,duration,length_in_quarter_notes,is_rest,is_grace_note,starting_location,starting_location_of_current_measure,quarter_beats_per_minute,tie_status,verified,note_name_sequence,note_name_without_octave_sequence,note_name_and_duration_sequence,note_name_without_octave_and_duration_sequence,duration_sequence,melodic_sequence,melodic_and_duration_sequence,melodic_sequence_relative
101,1,1,480,4,4,91,57,A4,A,A4,A4,240,1/2,0,0,173040,172800,120,Not applicable,1,A4;B4;G5;B4;C5;A5;A5;D4;A4;A#/Bb4,A;B;G;B;C;A;A;D;A;A#/Bb,A4:1/2;B4:1/2;G5:1/2;B4:1/2;C5;1/2;A5:1;A5:1;D4:137/480;A4:137/480;A#/Bb4:137/480,A:1/2;B:1/2;G:1/2;B:1/2;C:1/2;A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480,1/2;1/2;1/2;1/2;1/2;1;1;137/480;137/480;137/480,57;59;67;59;60;69;69;50;57;58,57:1/2;59:1/2;67:1/2;59:1/2;60:1/2;69:1;69:1;50:137/480;57:137/480;58:137/480,2;8;-8;1;9;0;-19;7;1;1
101,1,1,480,4,4,91,59,B4,B,B4,B4,240,1/2,0,0,173280,172800,120,Not applicable,1,B4;G5;B4;C5;A5;A5;D4;A4;A#/Bb4;B4,B;G;B;C;A;A;D;A;A#/Bb;B,B4:1/2;G5:1/2;B4:1/2;C5:1/2;A5;1;A5:1;D4:137/480;A4:137/480;A#/Bb4:137/480;B4:137/480,B:1/2;G:1/2;B:1/2;C:1/2;A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480,1/2;1/2;1/2;1/2;1;1;137/480;137/480;137/480;137/480,59;67;59;60;69;69;50;57;58;59,59:1/2;67:1/2;59:1/2;60:1/2;69:1;69:1;50:137/480;57:137/480;58:137/480;59:137/480,8;-8;1;9;0;-19;7;1;1;1
101,1,1,480,4,4,91,67,G5,G,G5,G5,240,1/2,0,0,173520,172800,120,Not applicable,1,G5;B4;C5;A5;A5;D4;A4;A#/Bb4;B4;C5,G;B;C;A;A;D;A;A#/Bb;B;C,G5:1/2;B4:1/2;C5:1/2;A5:1;A5;1;D4:137/480;A4:137/480;A#/Bb4:137/480;B4:137/480;C5:137/480,G:1/2;B:1/2;C:1/2;A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480,1/2;1/2;1/2;1;1;137/480;137/480;137/480;137/480;137/480,67;59;60;69;69;50;57;58;59;60,67:1/2;59:1/2;60:1/2;69:1;69:1;50:137/480;57:137/480;58:137/480;59:137/480;60:137/480,-8;1;9;0;-19;7;1;1;1;1
101,1,1,480,4,4,91,59,B4,B,B4,B4,240,1/2,0,0,173760,172800,120,Not applicable,1,B4;C5;A5;A5;D4;A4;A#/Bb4;B4;C5;C#/Db5,B;C;A;A;D;A;A#/Bb;B;C;C#/Db,B4:1/2;C5:1/2;A5:1;A5:1;D4;137/480;A4:137/480;A#/Bb4:137/480;B4:137/480;C5:137/480;C#/Db5:137/480,B:1/2;C:1/2;A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480,1/2;1/2;1;1;137/480;137/480;137/480;137/480;137/480;137/480,59;60;69;69;50;57;58;59;60;61,59:1/2;60:1/2;69:1;69:1;50:137/480;57:137/480;58:137/480;59:137/480;60:137/480;61:137/480,1;9;0;-19;7;1;1;1;1;3
101,1,1,480,4,4,91,60,C5,C,C5,C5,240,1/2,0,0,174000,172800,120,Not applicable,1,C5;A5;A5;D4;A4;A#/Bb4;B4;C5;C#/Db5;E5,C;A;A;D;A;A#/Bb;B;C;C#/Db;E,C5:1/2;A5:1;A5:1;D4:137/480;A4;137/480;A#/Bb4:137/480;B4:137/480;C5:137/480;C#/Db5:137/480;E5:1,C:1/2;A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1,1/2;1;1;137/480;137/480;137/480;137/480;137/480;137/480;1,60;69;69;50;57;58;59;60;61;64,60:1/2;69:1;69:1;50:137/480;57:137/480;58:137/480;59:137/480;60:137/480;61:137/480;64:1,9;0;-19;7;1;1;1;1;3;-2
101,1,1,480,4,4,91,69,A5,A,A5,A5,480,1,0,0,174240,172800,120,Start tied note,1,A5;A5;D4;A4;A#/Bb4;B4;C5;C#/Db5;E5;D5,A;A;D;A;A#/Bb;B;C;C#/Db;E;D,A5:1;A5:1;D4:137/480;A4:137/480;A#/Bb4;137/480;B4:137/480;C5:137/480;C#/Db5:137/480;E5:1;D5:1/3,A:1;A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3,1;1;137/480;137/480;137/480;137/480;137/480;137/480;1;1/3,69;69;50;57;58;59;60;61;64;62,69:1;69:1;50:137/480;57:137/480;58:137/480;59:137/480;60:137/480;61:137/480;64:1;62:1/3,0;-19;7;1;1;1;1;3;-2;-3
101,1,1,480,4,4,92,69,A5,A,A5,A5,480,1,0,0,174720,174720,120,End tied note,1,A5;D4;A4;A#/Bb4;B4;C5;C#/Db5;E5;D5;B4,A;D;A;A#/Bb;B;C;C#/Db;E;D;B,A5:1;D4:137/480;A4:137/480;A#/Bb4:137/480;B4;137/480;C5:137/480;C#/Db5:137/480;E5:1;D5:1/3;B4:1/3,A:1;D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3,1;137/480;137/480;137/480;137/480;137/480;137/480;1;1/3;1/3,69;50;57;58;59;60;61;64;62;59,69:1;50:137/480;57:137/480;58:137/480;59:137/480;60:137/480;61:137/480;64:1;62:1/3;59:1/3,-19;7;1;1;1;1;3;-2;-3;-4
101,1,1,480,4,4,92,50,D4,D,D4,D4,137,137/480,0,0,175817,174720,120,Not applicable,1,D4;A4;A#/Bb4;B4;C5;C#/Db5;E5;D5;B4;G4,D;A;A#/Bb;B;C;C#/Db;E;D;B;G,D4:137/480;A4:137/480;A#/Bb4:137/480;B4:137/480;C5;137/480;C#/Db5:137/480;E5:1;D5:1/3;B4:1/3;G4:1/3,D:137/480;A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3,137/480;137/480;137/480;137/480;137/480;137/480;1;1/3;1/3;1/3,50;57;58;59;60;61;64;62;59;55,50:137/480;57:137/480;58:137/480;59:137/480;60:137/480;61:137/480;64:1;62:1/3;59:1/3;55:1/3,7;1;1;1;1;3;-2;-3;-4;5
101,1,1,480,4,4,92,57,A4,A,A4,A4,137,137/480,0,0,175954,174720,120,Not applicable,1,A4;A#/Bb4;B4;C5;C#/Db5;E5;D5;B4;G4;C5,A;A#/Bb;B;C;C#/Db;E;D;B;G;C,A4:137/480;A#/Bb4:137/480;B4:137/480;C5:137/480;C#/Db5;137/480;E5:1;D5:1/3;B4:1/3;G4:1/3;C5:1,A:137/480;A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3;C:1,137/480;137/480;137/480;137/480;137/480;1;1/3;1/3;1/3;1,57;58;59;60;61;64;62;59;55;60,57:137/480;58:137/480;59:137/480;60:137/480;61:137/480;64:1;62:1/3;59:1/3;55:1/3;60:1,1;1;1;1;3;-2;-3;-4;5;-1
101,1,1,480,4,4,92,58,A#/Bb4,A#/Bb,A#4,Bb4,137,137/480,0,0,176091,174720,120,Not applicable,1,A#/Bb4;B4;C5;C#/Db5;E5;D5;B4;G4;C5;B4,A#/Bb;B;C;C#/Db;E;D;B;G;C;B,A#/Bb4:137/480;B4:137/480;C5:137/480;C#/Db5:137/480;E5;1;D5:1/3;B4:1/3;G4:1/3;C5:1;B4:1/2,A#/Bb:137/480;B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3;C:1;B:1/2,137/480;137/480;137/480;137/480;1;1/3;1/3;1/3;1;1/2,58;59;60;61;64;62;59;55;60;59,58:137/480;59:137/480;60:137/480;61:137/480;64:1;62:1/3;59:1/3;55:1/3;60:1;59:1/2,1;1;1;3;-2;-3;-4;5;-1;-4
101,1,1,480,4,4,92,59,B4,B,B4,B4,137,137/480,0,0,176228,174720,120,Not applicable,1,B4;C5;C#/Db5;E5;D5;B4;G4;C5;B4;G4,B;C;C#/Db;E;D;B;G;C;B;G,B4:137/480;C5:137/480;C#/Db5:137/480;E5:1;D5;1/3;B4:1/3;G4:1/3;C5:1;B4:1/2;G4:1/2,B:137/480;C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3;C:1;B:1/2;G:1/2,137/480;137/480;137/480;1;1/3;1/3;1/3;1;1/2;1/2,59;60;61;64;62;59;55;60;59;55,59:137/480;60:137/480;61:137/480;64:1;62:1/3;59:1/3;55:1/3;60:1;59:1/2;55:1/2,1;1;3;-2;-3;-4;5;-1;-4;-5
101,1,1,480,4,4,92,60,C5,C,C5,C5,137,137/480,0,0,176365,174720,120,Not applicable,1,C5;C#/Db5;E5;D5;B4;G4;C5;B4;G4;D4,C;C#/Db;E;D;B;G;C;B;G;D,C5:137/480;C#/Db5:137/480;E5:1;D5:1/3;B4;1/3;G4:1/3;C5:1;B4:1/2;G4:1/2;D4:1/2,C:137/480;C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3;C:1;B:1/2;G:1/2;D:1/2,137/480;137/480;1;1/3;1/3;1/3;1;1/2;1/2;1/2,60;61;64;62;59;55;60;59;55;50,60:137/480;61:137/480;64:1;62:1/3;59:1/3;55:1/3;60:1;59:1/2;55:1/2;50:1/2,1;3;-2;-3;-4;5;-1;-4;-5;-2
101,1,1,480,4,4,92,61,C#/Db5,C#/Db,C#5,Db5,137,137/480,0,0,176502,174720,120,Not applicable,1,C#/Db5;E5;D5;B4;G4;C5;B4;G4;D4;C4,C#/Db;E;D;B;G;C;B;G;D;C,C#/Db5:137/480;E5:1;D5:1/3;B4:1/3;G4;1/3;C5:1;B4:1/2;G4:1/2;D4:1/2;C4:1/2,C#/Db:137/480;E:1;D:1/3;B:1/3;G:1/3;C:1;B:1/2;G:1/2;D:1/2;C:1/2,137/480;1;1/3;1/3;1/3;1;1/2;1/2;1/2;1/2,61;64;62;59;55;60;59;55;50;48,61:137/480;64:1;62:1/3;59:1/3;55:1/3;60:1;59:1/2;55:1/2;50:1/2;48:1/2,3;-2;-3;-4;5;-1;-4;-5;-2;-1
101,1,1,480,4,4,93,64,E5,E,E5,E5,480,1,0,0,176640,176640,120,Not applicable,1,E5;D5;B4;G4;C5;B4;G4;D4;C4;B3,E;D;B;G;C;B;G;D;C;B,E5:1;D5:1/3;B4:1/3;G4:1/3;C5;1;B4:1/2;G4:1/2;D4:1/2;C4:1/2;B3:1/2,E:1;D:1/3;B:1/3;G:1/3;C:1;B:1/2;G:1/2;D:1/2;C:1/2;B:1/2,1;1/3;1/3;1/3;1;1/2;1/2;1/2;1/2;1/2,64;62;59;55;60;59;55;50;48;47,64:1;62:1/3;59:1/3;55:1/3;60:1;59:1/2;55:1/2;50:1/2;48:1/2;47:1/2,-2;-3;-4;5;-1;-4;-5;-2;-1;3
101,1,1,480,4,4,93,62,D5,D,D5,D5,160,1/3,0,0,177120,176640,120,Not applicable,1,D5;B4;G4;C5;B4;G4;D4;C4;B3;D4,D;B;G;C;B;G;D;C;B;D,D5:1/3;B4:1/3;G4:1/3;C5:1;B4;1/2;G4:1/2;D4:1/2;C4:1/2;B3:1/2;D4:1/2,D:1/3;B:1/3;G:1/3;C:1;B:1/2;G:1/2;D:1/2;C:1/2;B:1/2;D:1/2,1/3;1/3;1/3;1;1/2;1/2;1/2;1/2;1/2;1/2,62;59;55;60;59;55;50;48;47;50,62:1/3;59:1/3;55:1/3;60:1;59:1/2;55:1/2;50:1/2;48:1/2;47:1/2;50:1/2,-3;-4;5;-1;-4;-5;-2;-1;3;-3
101,1,1,480,4,4,93,59,B4,B,B4,B4,160,1/3,0,0,177280,176640,120,Not applicable,1,B4;G4;C5;B4;G4;D4;C4;B3;D4;B3,B;G;C;B;G;D;C;B;D;B,B4:1/3;G4:1/3;C5:1;B4:1/2;G4;1/2;D4:1/2;C4:1/2;B3:1/2;D4:1/2;B3:1/2,B:1/3;G:1/3;C:1;B:1/2;G:1/2;D:1/2;C:1/2;B:1/2;D:1/2;B:1/2,1/3;1/3;1;1/2;1/2;1/2;1/2;1/2;1/2;1/2,59;55;60;59;55;50;48;47;50;47,59:1/3;55:1/3;60:1;59:1/2;55:1/2;50:1/2;48:1/2;47:1/2;50:1/2;47:1/2,-4;5;-1;-4;-5;-2;-1;3;-3;1
101,1,1,480,4,4,93,55,G4,G,G4,G4,160,1/3,0,0,177440,176640,120,Not applicable,1,G4;C5;B4;G4;D4;C4;B3;D4;B3;C4,G;C;B;G;D;C;B;D;B;C,G4:1/3;C5:1;B4:1/2;G4:1/2;D4;1/2;C4:1/2;B3:1/2;D4:1/2;B3:1/2;C4:1/2,G:1/3;C:1;B:1/2;G:1/2;D:1/2;C:1/2;B:1/2;D:1/2;B:1/2;C:1/2,1/3;1;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,55;60;59;55;50;48;47;50;47;48,55:1/3;60:1;59:1/2;55:1/2;50:1/2;48:1/2;47:1/2;50:1/2;47:1/2;48:1/2,5;-1;-4;-5;-2;-1;3;-3;1;1
101,1,1,480,4,4,93,60,C5,C,C5,C5,480,1,0,0,177600,176640,120,Not applicable,1,C5;B4;G4;D4;C4;B3;D4;B3;C4;C#/Db4,C;B;G;D;C;B;D;B;C;C#/Db,C5:1;B4:1/2;G4:1/2;D4:1/2;C4;1/2;B3:1/2;D4:1/2;B3:1/2;C4:1/2;C#/Db4:1/2,C:1;B:1/2;G:1/2;D:1/2;C:1/2;B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2,1;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,60;59;55;50;48;47;50;47;48;49,60:1;59:1/2;55:1/2;50:1/2;48:1/2;47:1/2;50:1/2;47:1/2;48:1/2;49:1/2,-1;-4;-5;-2;-1;3;-3;1;1;2
101,1,1,480,4,4,93,59,B4,B,B4,B4,240,1/2,0,0,178080,176640,120,Not applicable,1,B4;G4;D4;C4;B3;D4;B3;C4;C#/Db4;D#/Eb4,B;G;D;C;B;D;B;C;C#/Db;D#/Eb,B4:1/2;G4:1/2;D4:1/2;C4:1/2;B3;1/2;D4:1/2;B3:1/2;C4:1/2;C#/Db4:1/2;D#/Eb4:1/2,B:1/2;G:1/2;D:1/2;C:1/2;B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,59;55;50;48;47;50;47;48;49;51,59:1/2;55:1/2;50:1/2;48:1/2;47:1/2;50:1/2;47:1/2;48:1/2;49:1/2;51:1/2,-4;-5;-2;-1;3;-3;1;1;2;1
101,1,1,480,4,4,93,55,G4,G,G4,G4,240,1/2,0,0,178320,176640,120,Not applicable,1,G4;D4;C4;B3;D4;B3;C4;C#/Db4;D#/Eb4;E4,G;D;C;B;D;B;C;C#/Db;D#/Eb;E,G4:1/2;D4:1/2;C4:1/2;B3:1/2;D4;1/2;B3:1/2;C4:1/2;C#/Db4:1/2;D#/Eb4:1/2;E4:1/2,G:1/2;D:1/2;C:1/2;B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,55;50;48;47;50;47;48;49;51;52,55:1/2;50:1/2;48:1/2;47:1/2;50:1/2;47:1/2;48:1/2;49:1/2;51:1/2;52:1/2,-5;-2;-1;3;-3;1;1;2;1;3
101,1,1,480,4,4,94,50,D4,D,D4,D4,240,1/2,0,0,178800,178560,120,Not applicable,1,D4;C4;B3;D4;B3;C4;C#/Db4;D#/Eb4;E4;G4,D;C;B;D;B;C;C#/Db;D#/Eb;E;G,D4:1/2;C4:1/2;B3:1/2;D4:1/2;B3;1/2;C4:1/2;C#/Db4:1/2;D#/Eb4:1/2;E4:1/2;G4:1/2,D:1/2;C:1/2;B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,50;48;47;50;47;48;49;51;52;55,50:1/2;48:1/2;47:1/2;50:1/2;47:1/2;48:1/2;49:1/2;51:1/2;52:1/2;55:1/2,-2;-1;3;-3;1;1;2;1;3;4
101,1,1,480,4,4,94,48,C4,C,C4,C4,240,1/2,0,0,179040,178560,120,Not applicable,1,C4;B3;D4;B3;C4;C#/Db4;D#/Eb4;E4;G4;B4,C;B;D;B;C;C#/Db;D#/Eb;E;G;B,C4:1/2;B3:1/2;D4:1/2;B3:1/2;C4;1/2;C#/Db4:1/2;D#/Eb4:1/2;E4:1/2;G4:1/2;B4:1/2,C:1/2;B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,48;47;50;47;48;49;51;52;55;59,48:1/2;47:1/2;50:1/2;47:1/2;48:1/2;49:1/2;51:1/2;52:1/2;55:1/2;59:1/2,-1;3;-3;1;1;2;1;3;4;-3
101,1,1,480,4,4,94,47,B3,B,B3,B3,240,1/2,0,0,179280,178560,120,Not applicable,1,B3;D4;B3;C4;C#/Db4;D#/Eb4;E4;G4;B4;G#/Ab4,B;D;B;C;C#/Db;D#/Eb;E;G;B;G#/Ab,B3:1/2;D4:1/2;B3:1/2;C4:1/2;C#/Db4;1/2;D#/Eb4:1/2;E4:1/2;G4:1/2;B4:1/2;G#/Ab4:1/2,B:1/2;D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,47;50;47;48;49;51;52;55;59;56,47:1/2;50:1/2;47:1/2;48:1/2;49:1/2;51:1/2;52:1/2;55:1/2;59:1/2;56:1/2,3;-3;1;1;2;1;3;4;-3;1
101,1,1,480,4,4,94,50,D4,D,D4,D4,240,1/2,0,0,179520,178560,120,Not applicable,1,D4;B3;C4;C#/Db4;D#/Eb4;E4;G4;B4;G#/Ab4;A4,D;B;C;C#/Db;D#/Eb;E;G;B;G#/Ab;A,D4:1/2;B3:1/2;C4:1/2;C#/Db4:1/2;D#/Eb4;1/2;E4:1/2;G4:1/2;B4:1/2;G#/Ab4:1/2;A4:1/2,D:1/2;B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,50;47;48;49;51;52;55;59;56;57,50:1/2;47:1/2;48:1/2;49:1/2;51:1/2;52:1/2;55:1/2;59:1/2;56:1/2;57:1/2,-3;1;1;2;1;3;4;-3;1;4
101,1,1,480,4,4,94,47,B3,B,B3,B3,240,1/2,0,0,179760,178560,120,Not applicable,1,B3;C4;C#/Db4;D#/Eb4;E4;G4;B4;G#/Ab4;A4;C#/Db5,B;C;C#/Db;D#/Eb;E;G;B;G#/Ab;A;C#/Db,B3:1/2;C4:1/2;C#/Db4:1/2;D#/Eb4:1/2;E4;1/2;G4:1/2;B4:1/2;G#/Ab4:1/2;A4:1/2;C#/Db5:1/2,B:1/2;C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,47;48;49;51;52;55;59;56;57;61,47:1/2;48:1/2;49:1/2;51:1/2;52:1/2;55:1/2;59:1/2;56:1/2;57:1/2;61:1/2,1;1;2;1;3;4;-3;1;4;3
101,1,1,480,4,4,94,48,C4,C,C4,C4,240,1/2,0,0,180000,178560,120,Not applicable,1,C4;C#/Db4;D#/Eb4;E4;G4;B4;G#/Ab4;A4;C#/Db5;E5,C;C#/Db;D#/Eb;E;G;B;G#/Ab;A;C#/Db;E,C4:1/2;C#/Db4:1/2;D#/Eb4:1/2;E4:1/2;G4;1/2;B4:1/2;G#/Ab4:1/2;A4:1/2;C#/Db5:1/2;E5:1/2,C:1/2;C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,48;49;51;52;55;59;56;57;61;64,48:1/2;49:1/2;51:1/2;52:1/2;55:1/2;59:1/2;56:1/2;57:1/2;61:1/2;64:1/2,1;2;1;3;4;-3;1;4;3;4
101,1,1,480,4,4,94,49,C#/Db4,C#/Db,C#4,Db4,240,1/2,0,0,180240,178560,120,Not applicable,1,C#/Db4;D#/Eb4;E4;G4;B4;G#/Ab4;A4;C#/Db5;E5;G#/Ab5,C#/Db;D#/Eb;E;G;B;G#/Ab;A;C#/Db;E;G#/Ab,C#/Db4:1/2;D#/Eb4:1/2;E4:1/2;G4:1/2;B4;1/2;G#/Ab4:1/2;A4:1/2;C#/Db5:1/2;E5:1/2;G#/Ab5:1/2,C#/Db:1/2;D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,49;51;52;55;59;56;57;61;64;68,49:1/2;51:1/2;52:1/2;55:1/2;59:1/2;56:1/2;57:1/2;61:1/2;64:1/2;68:1/2,2;1;3;4;-3;1;4;3;4;-4
101,1,1,480,4,4,95,51,D#/Eb4,D#/Eb,D#4,Eb4,240,1/2,0,0,180480,180480,120,Not applicable,1,D#/Eb4;E4;G4;B4;G#/Ab4;A4;C#/Db5;E5;G#/Ab5;E5,D#/Eb;E;G;B;G#/Ab;A;C#/Db;E;G#/Ab;E,D#/Eb4:1/2;E4:1/2;G4:1/2;B4:1/2;G#/Ab4;1/2;A4:1/2;C#/Db5:1/2;E5:1/2;G#/Ab5:1/2;E5:1/2,D#/Eb:1/2;E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,51;52;55;59;56;57;61;64;68;64,51:1/2;52:1/2;55:1/2;59:1/2;56:1/2;57:1/2;61:1/2;64:1/2;68:1/2;64:1/2,1;3;4;-3;1;4;3;4;-4;1
101,1,1,480,4,4,95,52,E4,E,E4,E4,240,1/2,0,0,180720,180480,120,Not applicable,1,E4;G4;B4;G#/Ab4;A4;C#/Db5;E5;G#/Ab5;E5;F5,E;G;B;G#/Ab;A;C#/Db;E;G#/Ab;E;F,E4:1/2;G4:1/2;B4:1/2;G#/Ab4:1/2;A4;1/2;C#/Db5:1/2;E5:1/2;G#/Ab5:1/2;E5:1/2;F5:1/2,E:1/2;G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2;F:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,52;55;59;56;57;61;64;68;64;65,52:1/2;55:1/2;59:1/2;56:1/2;57:1/2;61:1/2;64:1/2;68:1/2;64:1/2;65:1/2,3;4;-3;1;4;3;4;-4;1;3
101,1,1,480,4,4,95,55,G4,G,G4,G4,240,1/2,0,0,180960,180480,120,Not applicable,1,G4;B4;G#/Ab4;A4;C#/Db5;E5;G#/Ab5;E5;F5;G#/Ab5,G;B;G#/Ab;A;C#/Db;E;G#/Ab;E;F;G#/Ab,G4:1/2;B4:1/2;G#/Ab4:1/2;A4:1/2;C#/Db5;1/2;E5:1/2;G#/Ab5:1/2;E5:1/2;F5:1/2;G#/Ab5:1/2,G:1/2;B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2;F:1/2;G#/Ab:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2,55;59;56;57;61;64;68;64;65;68,55:1/2;59:1/2;56:1/2;57:1/2;61:1/2;64:1/2;68:1/2;64:1/2;65:1/2;68:1/2,4;-3;1;4;3;4;-4;1;3;-5
101,1,1,480,4,4,95,59,B4,B,B4,B4,240,1/2,0,0,181200,180480,120,Not applicable,1,B4;G#/Ab4;A4;C#/Db5;E5;G#/Ab5;E5;F5;G#/Ab5;D#/Eb5,B;G#/Ab;A;C#/Db;E;G#/Ab;E;F;G#/Ab;D#/Eb,B4:1/2;G#/Ab4:1/2;A4:1/2;C#/Db5:1/2;E5;1/2;G#/Ab5:1/2;E5:1/2;F5:1/2;G#/Ab5:1/2;D#/Eb5:1,B:1/2;G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2;F:1/2;G#/Ab:1/2;D#/Eb:1,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1,59;56;57;61;64;68;64;65;68;63,59:1/2;56:1/2;57:1/2;61:1/2;64:1/2;68:1/2;64:1/2;65:1/2;68:1/2;63:1,-3;1;4;3;4;-4;1;3;-5;3
101,1,1,480,4,4,95,56,G#/Ab4,G#/Ab,G#4,Ab4,240,1/2,0,0,181440,180480,120,Not applicable,1,G#/Ab4;A4;C#/Db5;E5;G#/Ab5;E5;F5;G#/Ab5;D#/Eb5;F#/Gb5,G#/Ab;A;C#/Db;E;G#/Ab;E;F;G#/Ab;D#/Eb;F#/Gb,G#/Ab4:1/2;A4:1/2;C#/Db5:1/2;E5:1/2;G#/Ab5;1/2;E5:1/2;F5:1/2;G#/Ab5:1/2;D#/Eb5:1;F#/Gb5:1,G#/Ab:1/2;A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2;F:1/2;G#/Ab:1/2;D#/Eb:1;F#/Gb:1,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1/2;1;1,56;57;61;64;68;64;65;68;63;66,56:1/2;57:1/2;61:1/2;64:1/2;68:1/2;64:1/2;65:1/2;68:1/2;63:1;66:1,1;4;3;4;-4;1;3;-5;3;0
101,1,1,480,4,4,95,57,A4,A,A4,A4,240,1/2,0,0,181680,180480,120,Not applicable,1,A4;C#/Db5;E5;G#/Ab5;E5;F5;G#/Ab5;D#/Eb5;F#/Gb5;F#/Gb5,A;C#/Db;E;G#/Ab;E;F;G#/Ab;D#/Eb;F#/Gb;F#/Gb,A4:1/2;C#/Db5:1/2;E5:1/2;G#/Ab5:1/2;E5;1/2;F5:1/2;G#/Ab5:1/2;D#/Eb5:1;F#/Gb5:1;F#/Gb5:1/2,A:1/2;C#/Db:1/2;E:1/2;G#/Ab:1/2;E:1/2;F:1/2;G#/Ab:1/2;D#/Eb:1;F#/Gb:1;F#/Gb:1/2,1/2;1/2;1/2;1/2;1/2;1/2;1/2;1;1;1/2,57;61;64;68;64;65;68;63;66;66,57:1/2;61:1/2;64:1/2;68:1/2;64:1/2;65:1/2;68:1/2;63:1;66:1;66:1/2,4;3;4;-4;1;3;-5;3;0;-3
